position,title
Q732562,President
Q4261569,Vice President
Q100594801,Minister of Culture and Heritage
Q19845330,Minister of Finance
Q24293533,Minister of Foreign Affairs
Q27921459,Minister of National Defence
Q6085548,President of the National Assembly
Q5663928,Mayor of Guayaquil
Q6797798,Mayor of Quito
