id,name,relationship,relative,relativename
Q106466352,Alfredo Borrero Vega,child,Q111270262,Juan David Borrero
Q106466352,Alfredo Borrero Vega,spouse,Q60042896,Lucía Pazmiño Castro
Q16646170,Vicente Taiano,child,Q20882326,Vicente Taiano Basante
Q1856805,Ricardo Patiño,sibling,Q16301893,Raúl Patiño
Q19581,Rafael Correa Delgado,father,Q56229058,Rafael Correa Icaza
Q19581,Rafael Correa Delgado,mother,Q56229132,Norma Delgado
Q19581,Rafael Correa Delgado,spouse,Q2747084,Anne Malherbe Gosselin
Q19934538,Susana González,spouse,Q96627304,Antonio Sola
Q217555,Alfredo Palacio,father,Q5667921,Alfredo Palacio Moreno
Q217555,Alfredo Palacio,relative,Q16059270,Manuel Belisario Moreno
Q217555,Alfredo Palacio,spouse,Q6003429,María Beatriz Paret
Q268026,Guadalupe Larriva,father,Q66531097,Deifilio Larriva
Q268026,Guadalupe Larriva,mother,Q66531101,Teresa González
Q268026,Guadalupe Larriva,spouse,Q66531480,Rodrigo Ávila
Q27786523,Lenin Hurtado,father,Q1678730,Jaime Hurtado
Q27786523,Lenin Hurtado,mother,Q56168081,Siria Angulo
Q3008822,Cynthia Viteri,father,Q61456205,José Viteri Peña
Q3008822,Cynthia Viteri,mother,Q51152325,María Leonor Jiménez
Q3296448,María Isabel Salvador,father,Q4254478,Jorge Salvador Lara
Q3296448,María Isabel Salvador,mother,Q51503046,Teresa Crespo
Q336234,Lucio Gutiérrez,spouse,Q6169251,Ximena Bohórquez
Q41603596,María Alejandra Vicuña,child,Q56233126,Emilia Carrión Vicuña
Q41603596,María Alejandra Vicuña,father,Q90158272,Leonardo Vicuña
Q41603596,María Alejandra Vicuña,partner,Q59245553,Christian Llerena
Q41603596,María Alejandra Vicuña,spouse,Q33126439,Ernesto Carrión
Q4414537,Guillermo Lasso,spouse,Q106466687,Maria De Lourdes Alcivar
Q460904,María Fernanda Espinosa,spouse,Q56226965,Eduardo Mangas
Q4664698,Dalo Bucaram,father,Q307701,Abdalá Bucaram Ortiz
Q4664698,Dalo Bucaram,mother,Q27664889,María Rosa Pulley
Q4664698,Dalo Bucaram,spouse,Q15696623,Gabriela Pazmiño
Q471248,Jamil Mahuad,child,Q23764968,Paola Mahuad Calderón
Q471291,Gustavo Noboa,sibling,Q28137634,Ricardo Noboa Bejarano
Q471324,León Febres-Cordero,sibling,Q16326118,Agustín Febres-Cordero Ribadeneyra
Q471324,León Febres-Cordero,spouse,Q6781995,María Eugenia Cordovez
Q518626,Lenín Moreno,spouse,Q30055865,Rocío González de Moreno
Q59510424,Otto Sonnenholzner,father,Q22695560,Ramón Sonnenholzner
Q59510424,Otto Sonnenholzner,mother,Q59510967,Rosa Elena Sper
Q62667740,Montgomery Sánchez Ordóñez,father,Q15617928,Montgómery Sánchez Reyes
Q64225789,Patricio Donoso,spouse,Q64225815,María Mercedes Crespo
